,index,description,dir_name,num_snps_found,num_coding_snps_found,num_overlapping_snps,num_overlapping_loci,num_original_list,num_original_coding_snps,p_value_threshold,percentage_loci_recovered,ld_based_clumping,r2_threshold,kb_radius,window_size
5466,5466,Staphylococcus infections,phecode-041.1-both_sexes.tsv,0,0,0,0,1,0,4.156650834942748e-07,1.0,True,0.2,500,
5467,5467,Streptococcus infection,phecode-041.2-both_sexes.tsv,1,0,0,0,0,0,4.593661363301716e-07,1.0,True,0.2,500,
5470,5470,Herpes zoster with nervous system complications,phecode-053.1-both_sexes.tsv,0,0,0,0,1,0,2.534364129372363e-07,1.0,True,0.2,500,
5475,5475,Chronic hepatitis,phecode-070.4-both_sexes.tsv,14,7,4,21,21,2,2.791713325668244e-07,1.0,True,0.2,500,
5476,5476,Hepatitis NOS,phecode-070.9-both_sexes.tsv,1,1,1,1,1,1,2.909642581115025e-07,1.0,True,0.2,500,
5509,5509,Cancer of tongue,phecode-145.2-both_sexes.tsv,0,0,0,0,0,0,5.169573219923181e-07,1.0,True,0.2,500,
5510,5510,Cancer of major salivary glands,phecode-145.3-both_sexes.tsv,0,0,0,0,0,0,4.1386564104244557e-07,1.0,True,0.2,500,
5512,5512,Cancer of oropharynx,phecode-149.1-both_sexes.tsv,1,1,0,0,0,0,3.653615894126254e-07,1.0,True,0.2,500,
5513,5513,Cancer of larynx,phecode-149.4-both_sexes.tsv,0,0,0,0,0,0,2.9760407434489866e-07,1.0,True,0.2,500,
5517,5517,Colon cancer,phecode-153.2-both_sexes.tsv,4,1,2,4,5,1,3.7719102103220266e-07,0.8,True,0.2,500,
5518,5518,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",phecode-153.3-both_sexes.tsv,5,0,2,3,3,0,4.137023659651114e-07,1.0,True,0.2,500,
5520,5520,"Malignant neoplasm of liver, primary",phecode-155.1-both_sexes.tsv,1,1,1,1,1,1,2.992848802655542e-07,1.0,True,0.2,500,
5524,5524,"Malignant neoplasm of small intestine, including duodenum",phecode-159.2-both_sexes.tsv,0,0,0,0,0,0,4.857305155029262e-07,1.0,True,0.2,500,
5525,5525,Malignant neoplasm of gallbladder and extrahepatic bile ducts,phecode-159.3-both_sexes.tsv,0,0,0,0,0,0,3.2000381689839817e-07,1.0,True,0.2,500,
5526,5526,Malignant neoplasm of retroperitoneum and peritoneum,phecode-159.4-both_sexes.tsv,0,0,0,0,0,0,3.398407154308391e-07,1.0,True,0.2,500,
5528,5528,Cancer of bronchus; lung,phecode-165.1-both_sexes.tsv,1,1,0,1,1,0,3.241675932879227e-07,1.0,True,0.2,500,
5530,5530,Bone cancer,phecode-170.1-both_sexes.tsv,0,0,0,0,0,0,3.759837190777473e-07,1.0,True,0.2,500,
5531,5531,Cancer of connective tissue,phecode-170.2-both_sexes.tsv,0,0,0,0,0,0,4.199071335763225e-07,1.0,True,0.2,500,
5533,5533,"Melanomas of skin, dx or hx",phecode-172.1-both_sexes.tsv,14,6,4,20,21,3,4.754728901799387e-07,0.9523809523809524,True,0.2,500,
5534,5534,Other non-epithelial cancer of skin,phecode-172.2-both_sexes.tsv,76,35,22,121,132,9,3.7556981416590483e-07,0.9166666666666666,True,0.2,500,
5535,5535,Carcinoma in situ of skin,phecode-172.3-both_sexes.tsv,2,1,2,2,3,1,4.979484076591085e-07,0.6666666666666666,True,0.2,500,
5538,5538,Breast cancer [female],phecode-174.1-females.tsv,42,8,5,51,56,1,3.323285701759105e-07,0.9107142857142856,True,0.2,500,
5539,5539,Malignant neoplasm of female breast,phecode-174.11-females.tsv,39,5,6,43,46,0,3.1920087038108465e-07,0.9347826086956522,True,0.2,500,
5542,5542,Cervical cancer,phecode-180.1-females.tsv,0,0,0,0,1,0,4.116146183944799e-07,1.0,True,0.2,500,
5543,5543,Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia],phecode-180.3-females.tsv,0,0,0,0,1,0,4.116770752870663e-07,1.0,True,0.2,500,
5546,5546,Malignant neoplasm of ovary and other uterine adnexa,phecode-184.1-females.tsv,0,0,0,0,0,0,3.37737454422166e-07,1.0,True,0.2,500,
5547,5547,Malignant neoplasm of ovary,phecode-184.11-females.tsv,0,0,0,0,0,0,4.7100323097015124e-07,1.0,True,0.2,500,
5548,5548,Cancer of other female genital organs (excluding uterus and ovary),phecode-184.2-females.tsv,1,1,0,0,1,0,4.116329961816109e-07,0.0,True,0.2,500,
5551,5551,Malignant neoplasm of testis,phecode-187.2-males.tsv,1,0,1,1,2,0,4.731687197037776e-07,0.5,True,0.2,500,
5552,5552,Neoplasm of uncertain behavior of male genital organs,phecode-187.8-males.tsv,0,0,0,0,0,0,3.184412376098494e-07,1.0,True,0.2,500,
5554,5554,Cancer of kidney and renal pelvis,phecode-189.1-both_sexes.tsv,0,0,0,0,0,0,3.540072821865367e-07,1.0,True,0.2,500,
5555,5555,"Malignant neoplasm of kidney, except pelvis",phecode-189.11-both_sexes.tsv,0,0,0,0,0,0,4.519473653529937e-07,1.0,True,0.2,500,
5556,5556,Cancer of bladder,phecode-189.2-both_sexes.tsv,6,3,2,5,5,1,4.693962775825927e-07,1.0,True,0.2,500,
5557,5557,Malignant neoplasm of bladder,phecode-189.21-both_sexes.tsv,5,2,2,6,6,1,4.693962176383528e-07,1.0,True,0.2,500,
5558,5558,Malignant neoplasm of other urinary organs,phecode-189.4-both_sexes.tsv,0,0,0,0,0,0,3.724469062179096e-07,1.0,True,0.2,500,
5561,5561,Cancer of brain and nervous system,phecode-191.1-both_sexes.tsv,3,2,1,3,3,1,3.6822164727878405e-07,1.0,True,0.2,500,
5562,5562,Cancer of brain,phecode-191.11-both_sexes.tsv,4,2,0,2,2,0,4.1595994741105693e-07,1.0,True,0.2,500,
5566,5566,"Malignant neoplasm, other",phecode-195.1-both_sexes.tsv,7,0,1,5,5,0,2.463237671850031e-07,1.0,True,0.2,500,
5569,5569,Secondary malignancy of lymph nodes,phecode-198.1-both_sexes.tsv,0,0,0,0,0,0,5.043710764040997e-07,1.0,True,0.2,500,
5570,5570,Secondary malignancy of respiratory organs,phecode-198.2-both_sexes.tsv,0,0,0,0,0,0,5.410142499352275e-07,1.0,True,0.2,500,
5571,5571,Secondary malignant neoplasm of digestive systems,phecode-198.3-both_sexes.tsv,0,0,0,0,1,0,3.07386299846984e-07,1.0,True,0.2,500,
5572,5572,Secondary malignant neoplasm of liver,phecode-198.4-both_sexes.tsv,0,0,0,0,0,0,3.191286100406242e-07,1.0,True,0.2,500,
5573,5573,Secondary malignancy of brain/spine,phecode-198.5-both_sexes.tsv,0,0,0,0,0,0,3.53398925564309e-07,1.0,True,0.2,500,
5574,5574,Secondary malignancy of bone,phecode-198.6-both_sexes.tsv,1,1,0,1,1,0,4.890531435255071e-07,1.0,True,0.2,500,
5575,5575,Secondary malignant neoplasm of skin,phecode-198.7-both_sexes.tsv,0,0,0,0,0,0,3.467317835116671e-07,1.0,True,0.2,500,
5577,5577,Neurofibromatosis,phecode-199.4-both_sexes.tsv,0,0,0,0,1,0,2.736275021970937e-07,1.0,True,0.2,500,
5579,5579,Polycythemia vera,phecode-200.1-both_sexes.tsv,5,3,2,6,6,2,2.494327471912099e-07,1.0,True,0.2,500,
5582,5582,Non-Hodgkins lymphoma,phecode-202.2-both_sexes.tsv,15,3,2,9,9,0,4.827366230281928e-07,1.0,True,0.2,500,
5583,5583,Nodular lymphoma,phecode-202.21-both_sexes.tsv,15,3,2,11,11,2,5.923544710182641e-07,1.0,True,0.2,500,
5584,5584,Large cell lymphoma,phecode-202.24-both_sexes.tsv,4,0,0,1,2,0,5.923544331949504e-07,0.5,True,0.2,500,
5586,5586,Lymphoid leukemia,phecode-204.1-both_sexes.tsv,5,1,3,5,5,1,4.473365200273145e-07,1.0,True,0.2,500,
5587,5587,"Lymphoid leukemia, chronic",phecode-204.12-both_sexes.tsv,9,1,2,9,9,1,4.569903053264337e-07,1.0,True,0.2,500,
5588,5588,Myeloid leukemia,phecode-204.2-both_sexes.tsv,0,0,0,0,0,0,4.210037145740445e-07,1.0,True,0.2,500,
5589,5589,"Myeloid leukemia, acute",phecode-204.21-both_sexes.tsv,0,0,0,0,0,0,4.044821027880972e-07,1.0,True,0.2,500,
5590,5590,"Myeloid leukemia, chronic",phecode-204.22-both_sexes.tsv,0,0,0,0,0,0,2.424684286666221e-07,1.0,True,0.2,500,
5591,5591,Multiple myeloma,phecode-204.4-both_sexes.tsv,2,0,0,1,1,0,2.423632576921756e-07,1.0,True,0.2,500,
5598,5598,Lipoma of skin and subcutaneous tissue,phecode-214.1-both_sexes.tsv,1,1,1,1,3,1,4.91505008650736e-07,0.3333333333333333,True,0.2,500,
5602,5602,"Nevus, non-neoplastic",phecode-217.1-both_sexes.tsv,0,0,0,0,0,0,4.233618547075135e-07,1.0,True,0.2,500,
5604,5604,Uterine leiomyoma,phecode-218.1-females.tsv,19,10,6,17,20,4,5.278509254418632e-07,0.85,True,0.2,500,
5605,5605,Other benign neoplasm of uterus,phecode-218.2-females.tsv,0,0,0,0,0,0,5.281469175324071e-07,1.0,True,0.2,500,
5612,5612,"Benign neoplasm of brain, cranial nerves, meninges",phecode-225.1-both_sexes.tsv,0,0,0,0,0,0,2.5025907828660933e-07,1.0,True,0.2,500,
5615,5615,Benign neoplasm of adrenal gland,phecode-227.1-both_sexes.tsv,1,0,0,0,0,0,5.16892327828667e-07,1.0,True,0.2,500,
5616,5616,Benign neoplasm of parathyroid gland,phecode-227.2-both_sexes.tsv,0,0,0,0,1,0,4.155963202934764e-07,1.0,True,0.2,500,
5617,5617,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch),phecode-227.3-both_sexes.tsv,0,0,0,0,0,0,2.642204760224076e-07,1.0,True,0.2,500,
5622,5622,Nontoxic uninodular goiter,phecode-241.1-both_sexes.tsv,1,0,0,0,0,0,4.953189559417752e-07,1.0,True,0.2,500,
5623,5623,Nontoxic multinodular goiter,phecode-241.2-both_sexes.tsv,9,3,2,7,9,0,6.205014940937535e-07,0.7777777777777778,True,0.2,500,
5625,5625,Graves' disease,phecode-242.1-both_sexes.tsv,61,17,18,69,69,8,4.4130964175776853e-07,1.0,True,0.2,500,
5626,5626,Toxic multinodular goiter,phecode-242.2-both_sexes.tsv,2,2,0,1,1,0,6.205015733350026e-07,1.0,True,0.2,500,
5627,5627,Exophthalmos,phecode-242.3-both_sexes.tsv,6,4,1,11,11,2,4.953189243143813e-07,1.0,True,0.2,500,
5629,5629,Secondary hypothyroidism,phecode-244.1-both_sexes.tsv,4,3,0,3,4,0,4.953189559417752e-07,0.75,True,0.2,500,
5630,5630,Acquired hypothyroidism,phecode-244.2-both_sexes.tsv,0,0,0,0,0,0,6.205015733350026e-07,1.0,True,0.2,500,
5631,5631,Hypothyroidism NOS,phecode-244.4-both_sexes.tsv,209,133,45,314,338,37,6.203815252311441e-07,0.9289940828402368,True,0.2,500,
5633,5633,Chronic thyroiditis,phecode-245.2-both_sexes.tsv,1,0,0,0,0,0,4.953189559417752e-07,1.0,True,0.2,500,
5634,5634,Chronic lymphocytic thyroiditis,phecode-245.21-both_sexes.tsv,1,0,0,0,0,0,6.20501533714378e-07,1.0,True,0.2,500,
5637,5637,Type 1 diabetes,phecode-250.1-both_sexes.tsv,116,89,29,201,201,28,5.12797229608073e-07,1.0,True,0.2,500,
5638,5638,Type 1 diabetes with ketoacidosis,phecode-250.11-both_sexes.tsv,50,25,12,83,84,8,3.196228383574884e-07,0.988095238095238,True,0.2,500,
5639,5639,Type 1 diabetes with ophthalmic manifestations,phecode-250.13-both_sexes.tsv,71,42,18,120,121,14,3.13882007744294e-07,0.9917355371900828,True,0.2,500,
5640,5640,Type 2 diabetes,phecode-250.2-both_sexes.tsv,101,25,28,127,139,9,3.3028928704426084e-07,0.9136690647482014,True,0.2,500,
5641,5641,Type 2 diabetes with ketoacidosis,phecode-250.21-both_sexes.tsv,0,0,0,0,1,0,3.1658700651404693e-07,1.0,True,0.2,500,
5642,5642,Type 2 diabetes with renal manifestations,phecode-250.22-both_sexes.tsv,0,0,0,0,0,0,3.247437687088033e-07,1.0,True,0.2,500,
5643,5643,Type 2 diabetes with ophthalmic manifestations,phecode-250.23-both_sexes.tsv,8,4,1,9,10,0,2.667025584228898e-07,0.9,True,0.2,500,
5644,5644,Type 2 diabetes with neurological manifestations,phecode-250.24-both_sexes.tsv,2,1,1,4,4,1,2.595174368468184e-07,1.0,True,0.2,500,
5645,5645,Abnormal glucose,phecode-250.4-both_sexes.tsv,0,0,0,0,0,0,3.2575825750965973e-07,1.0,True,0.2,500,
5646,5646,Impaired fasting glucose,phecode-250.41-both_sexes.tsv,0,0,0,0,0,0,2.779325092948348e-07,1.0,True,0.2,500,
5647,5647,Other abnormal glucose,phecode-250.42-both_sexes.tsv,0,0,0,0,0,0,2.746383826140267e-07,1.0,True,0.2,500,
5648,5648,Glycosuria or Acetonuria,phecode-250.5-both_sexes.tsv,0,0,0,0,0,0,3.097109642777192e-07,1.0,True,0.2,500,
5649,5649,Polyneuropathy in diabetes,phecode-250.6-both_sexes.tsv,1,1,0,1,1,0,3.136947772019314e-07,1.0,True,0.2,500,
5650,5650,Diabetic retinopathy,phecode-250.7-both_sexes.tsv,37,27,9,73,73,11,3.263351529938243e-07,1.0,True,0.2,500,
5652,5652,Hypoglycemia,phecode-251.1-both_sexes.tsv,20,9,5,44,44,5,3.136242655561693e-07,1.0,True,0.2,500,
5654,5654,Hyperparathyroidism,phecode-252.1-both_sexes.tsv,0,0,0,0,1,0,4.298931381106883e-07,1.0,True,0.2,500,
5655,5655,Hypoparathyroidism,phecode-252.2-both_sexes.tsv,0,0,0,0,0,0,2.91411206529538e-07,1.0,True,0.2,500,
5657,5657,Pituitary hyperfunction,phecode-253.1-both_sexes.tsv,1,0,0,0,1,0,3.850370898140936e-07,0.0,True,0.2,500,
5658,5658,Acromegaly and gigantism,phecode-253.11-both_sexes.tsv,0,0,0,0,0,0,3.200038536732085e-07,1.0,True,0.2,500,
5659,5659,Pituitary hypofunction,phecode-253.2-both_sexes.tsv,0,0,0,0,1,0,2.987552540826087e-07,1.0,True,0.2,500,
5660,5660,Diabetes insipidus,phecode-253.3-both_sexes.tsv,0,0,0,0,0,0,3.112450007512288e-07,1.0,True,0.2,500,
5661,5661,Other disorders of neurohypophysis,phecode-253.7-both_sexes.tsv,0,0,0,0,0,0,2.590778297735493e-07,1.0,True,0.2,500,
5663,5663,Adrenal hyperfunction,phecode-255.1-both_sexes.tsv,0,0,0,0,0,0,4.4648009510559683e-07,1.0,True,0.2,500,
5664,5664,Cushing's syndrome,phecode-255.11-both_sexes.tsv,0,0,0,0,0,0,3.397555127748028e-07,1.0,True,0.2,500,
5665,5665,Adrenal hypofunction,phecode-255.2-both_sexes.tsv,5,3,1,5,5,1,4.329580922418535e-07,1.0,True,0.2,500,
5666,5666,Glucocorticoid deficiency,phecode-255.21-both_sexes.tsv,4,2,1,5,5,1,3.471729541386742e-07,1.0,True,0.2,500,
5668,5668,Polycystic ovaries,phecode-256.4-females.tsv,0,0,0,0,0,0,4.0988554821067e-07,1.0,True,0.2,500,
5670,5670,Testicular hypofunction,phecode-257.1-males.tsv,0,0,0,0,0,0,3.614128531045342e-07,1.0,True,0.2,500,
5674,5674,Anorexia,phecode-260.6-both_sexes.tsv,0,0,0,0,0,0,2.8355898771837575e-07,1.0,True,0.2,500,
5676,5676,Vitamin B-complex deficiencies,phecode-261.2-both_sexes.tsv,1,1,1,1,1,1,3.069963613924673e-07,1.0,True,0.2,500,
5677,5677,Vitamin D deficiency,phecode-261.4-both_sexes.tsv,0,0,0,0,0,0,3.6489590435347146e-07,1.0,True,0.2,500,
5681,5681,Disorders of plasma protein metabolism,phecode-270.3-both_sexes.tsv,2,0,2,2,2,0,2.909643881630773e-07,1.0,True,0.2,500,
5682,5682,Paraproteinemia,phecode-270.32-both_sexes.tsv,0,0,0,0,0,0,4.05672698487201e-07,1.0,True,0.2,500,
5683,5683,Amyloidosis,phecode-270.33-both_sexes.tsv,0,0,0,0,0,0,2.849708607700152e-07,1.0,True,0.2,500,
5685,5685,Intestinal disaccharidase deficiencies and disaccharide malabsorption,phecode-271.3-both_sexes.tsv,0,0,0,0,0,0,7.232353786005683e-07,1.0,True,0.2,500,
5687,5687,Hyperlipidemia,phecode-272.1-both_sexes.tsv,107,41,36,128,136,19,2.909491070369052e-07,0.9411764705882352,True,0.2,500,
5688,5688,Hypercholesterolemia,phecode-272.11-both_sexes.tsv,97,37,36,115,120,22,2.909480835744648e-07,0.9583333333333334,True,0.2,500,
5689,5689,Mixed hyperlipidemia,phecode-272.13-both_sexes.tsv,0,0,0,0,0,0,3.200037801234976e-07,1.0,True,0.2,500,
5690,5690,Unspecified disorder of lipoid metabolism,phecode-272.9-both_sexes.tsv,0,0,0,0,0,0,3.252624771126936e-07,1.0,True,0.2,500,
5692,5692,Gout,phecode-274.1-both_sexes.tsv,28,7,6,42,43,2,2.605028295646228e-07,0.9767441860465116,True,0.2,500,
5693,5693,Gouty arthropathy,phecode-274.11-both_sexes.tsv,0,0,0,0,0,0,2.965198270080812e-07,1.0,True,0.2,500,
5694,5694,Crystal arthropathies,phecode-274.2-both_sexes.tsv,0,0,0,0,0,0,2.756131084139906e-07,1.0,True,0.2,500,
5695,5695,Chondrocalcinosis,phecode-274.21-both_sexes.tsv,0,0,0,0,0,0,4.294574625498668e-07,1.0,True,0.2,500,
5697,5697,Disorders of iron metabolism,phecode-275.1-both_sexes.tsv,141,43,25,200,201,10,2.522838307348518e-07,0.9950248756218906,True,0.2,500,
5698,5698,Disorders of magnesium metabolism,phecode-275.3-both_sexes.tsv,0,0,0,0,0,0,3.560843647158277e-07,1.0,True,0.2,500,
5699,5699,Disorders of calcium/phosphorus metabolism,phecode-275.5-both_sexes.tsv,0,0,0,0,0,0,3.334708857352623e-07,1.0,True,0.2,500,
5700,5700,Disorders of phosphorus metabolism,phecode-275.53-both_sexes.tsv,0,0,0,0,0,0,3.3586625135967005e-07,1.0,True,0.2,500,
5702,5702,Electrolyte imbalance,phecode-276.1-both_sexes.tsv,1,0,0,0,0,0,4.3160989709971254e-07,1.0,True,0.2,500,
5703,5703,Hyperosmolality and/or hypernatremia,phecode-276.11-both_sexes.tsv,0,0,0,0,0,0,3.560841146102149e-07,1.0,True,0.2,500,
5704,5704,Hyposmolality and/or hyponatremia,phecode-276.12-both_sexes.tsv,0,0,0,0,0,0,3.561580468606984e-07,1.0,True,0.2,500,
5705,5705,Hyperpotassemia,phecode-276.13-both_sexes.tsv,0,0,0,0,0,0,3.261691048888272e-07,1.0,True,0.2,500,
5706,5706,Hypopotassemia,phecode-276.14-both_sexes.tsv,1,0,0,0,0,0,4.206636783538207e-07,1.0,True,0.2,500,
5707,5707,Acid-base balance disorder,phecode-276.4-both_sexes.tsv,0,0,0,0,0,0,4.645361678630591e-07,1.0,True,0.2,500,
5708,5708,Acidosis,phecode-276.41-both_sexes.tsv,0,0,0,0,0,0,2.77246001586247e-07,1.0,True,0.2,500,
5709,5709,Alkalosis,phecode-276.42-both_sexes.tsv,0,0,0,0,0,0,2.862449142969941e-07,1.0,True,0.2,500,
5710,5710,Hypovolemia,phecode-276.5-both_sexes.tsv,0,0,0,0,0,0,2.502280739155439e-07,1.0,True,0.2,500,
5711,5711,Fluid overload,phecode-276.6-both_sexes.tsv,0,0,0,0,0,0,2.9466510601564365e-07,1.0,True,0.2,500,
5712,5712,Polydipsia,phecode-276.8-both_sexes.tsv,2,0,0,1,1,0,3.051149186572445e-07,1.0,True,0.2,500,
5714,5714,Disorders of bilirubin excretion,phecode-277.4-both_sexes.tsv,18,2,6,33,33,0,3.313162189275332e-07,1.0,True,0.2,500,
5715,5715,Other disorders of lipoid metabolism,phecode-277.5-both_sexes.tsv,0,0,0,0,0,0,2.95306743006095e-07,1.0,True,0.2,500,
5717,5717,Obesity,phecode-278.1-both_sexes.tsv,12,5,4,11,14,2,2.7571216721486605e-07,0.7857142857142857,True,0.2,500,
5719,5719,Immunity deficiency,phecode-279.1-both_sexes.tsv,0,0,0,0,0,0,4.78667124720415e-07,1.0,True,0.2,500,
5720,5720,Deficiency of humoral immunity,phecode-279.11-both_sexes.tsv,0,0,0,0,0,0,5.92354249862134e-07,1.0,True,0.2,500,
5721,5721,Other immunological findings,phecode-279.7-both_sexes.tsv,0,0,0,0,0,0,2.7859566029462845e-07,1.0,True,0.2,500,
5723,5723,"Iron deficiency anemias, unspecified or not due to blood loss",phecode-280.1-both_sexes.tsv,7,3,0,9,10,1,2.9363720843544297e-07,0.9,True,0.2,500,
5724,5724,Iron deficiency anemia secondary to blood loss (chronic),phecode-280.2-both_sexes.tsv,0,0,0,0,0,0,2.8420567239975085e-07,1.0,True,0.2,500,
5726,5726,Megaloblastic anemia,phecode-281.1-both_sexes.tsv,2,0,0,2,3,0,3.054305090318255e-07,0.6666666666666666,True,0.2,500,
5727,5727,Pernicious anemia,phecode-281.11-both_sexes.tsv,1,0,1,2,3,0,2.546706582931407e-07,0.6666666666666666,True,0.2,500,
5728,5728,Other vitamin B12 deficiency anemia,phecode-281.12-both_sexes.tsv,3,0,1,2,3,0,2.70542675431232e-07,0.6666666666666666,True,0.2,500,
5729,5729,Folate-deficiency anemia,phecode-281.13-both_sexes.tsv,0,0,0,0,0,0,4.210031769312532e-07,1.0,True,0.2,500,
5733,5733,Other hereditary hemolytic anemias,phecode-282.9-both_sexes.tsv,0,0,0,0,0,0,2.555857145561568e-07,1.0,True,0.2,500,
5735,5735,Autoimmune hemolytic anemias,phecode-283.1-both_sexes.tsv,0,0,0,0,0,0,4.351543358238607e-07,1.0,True,0.2,500,
5738,5738,Acute posthemorrhagic anemia,phecode-285.1-both_sexes.tsv,0,0,0,0,0,0,2.265345575965729e-07,1.0,True,0.2,500,
5739,5739,Anemia of chronic disease,phecode-285.2-both_sexes.tsv,0,0,0,0,0,0,2.705426408815422e-07,1.0,True,0.2,500,
5740,5740,Anemia in neoplastic disease,phecode-285.22-both_sexes.tsv,0,0,0,0,0,0,2.3612936405960185e-07,1.0,True,0.2,500,
5742,5742,Congenital coagulation defects,phecode-286.1-both_sexes.tsv,10,4,3,29,32,1,4.7412015408126454e-07,0.90625,True,0.2,500,
5743,5743,Von willebrand's disease,phecode-286.11-both_sexes.tsv,0,0,0,0,0,0,4.5745152987306746e-07,1.0,True,0.2,500,
5744,5744,Congenital deficiency of other clotting factors (including factor VII),phecode-286.12-both_sexes.tsv,22,4,5,38,40,0,3.6170440971461996e-07,0.95,True,0.2,500,
5746,5746,Defibrination syndrome,phecode-286.6-both_sexes.tsv,6,2,1,18,24,0,4.133819449760197e-07,0.75,True,0.2,500,
5747,5747,Other and unspecified coagulation defects,phecode-286.7-both_sexes.tsv,2,0,0,1,1,0,2.357314794438813e-07,1.0,True,0.2,500,
5749,5749,Spontaneous ecchymoses,phecode-287.1-both_sexes.tsv,0,0,0,0,0,0,2.425558056318588e-07,1.0,True,0.2,500,
5750,5750,Thrombocytopenia,phecode-287.3-both_sexes.tsv,0,0,0,0,0,0,3.163621610651112e-07,1.0,True,0.2,500,
5751,5751,Primary thrombocytopenia,phecode-287.31-both_sexes.tsv,0,0,0,0,1,0,2.768027689660316e-07,1.0,True,0.2,500,
5752,5752,Secondary thrombocytopenia,phecode-287.32-both_sexes.tsv,0,0,0,0,0,0,3.162165169016655e-07,1.0,True,0.2,500,
5754,5754,Decreased white blood cell count,phecode-288.1-both_sexes.tsv,0,0,0,0,0,0,2.2646879234186186e-07,1.0,True,0.2,500,
5755,5755,Elevated white blood cell count,phecode-288.2-both_sexes.tsv,0,0,0,0,0,0,3.404052584835671e-07,1.0,True,0.2,500,
5758,5758,Lymphadenitis,phecode-289.4-both_sexes.tsv,0,0,0,0,1,0,4.341077756123489e-07,1.0,True,0.2,500,
5759,5759,Diseases of spleen,phecode-289.5-both_sexes.tsv,0,0,0,0,0,0,3.214149938923076e-07,1.0,True,0.2,500,
5760,5760,"Polycythemia, secondary",phecode-289.8-both_sexes.tsv,2,1,0,1,1,0,2.564889329260803e-07,1.0,True,0.2,500,
5761,5761,Abnormality of red blood cells,phecode-289.9-both_sexes.tsv,0,0,0,0,0,0,4.2100355328120715e-07,1.0,True,0.2,500,
5763,5763,Dementias,phecode-290.1-both_sexes.tsv,10,5,5,18,19,2,2.662491074646557e-07,0.9473684210526316,True,0.2,500,
5764,5764,Alzheimer's disease,phecode-290.11-both_sexes.tsv,7,4,2,14,14,2,3.072885918682087e-07,1.0,True,0.2,500,
5766,5766,Vascular dementia,phecode-290.16-both_sexes.tsv,1,1,1,1,1,1,2.789721136118706e-07,1.0,True,0.2,500,
5767,5767,Delirium due to conditions classified elsewhere,phecode-290.2-both_sexes.tsv,1,1,1,1,1,1,2.710971544381909e-07,1.0,True,0.2,500,
5769,5769,Transient mental disorders due to conditions classified elsewhere,phecode-291.1-both_sexes.tsv,0,0,0,0,0,0,2.7448882157032584e-07,1.0,True,0.2,500,
5770,5770,Specific nonpsychotic mental disorders due to brain damage,phecode-291.4-both_sexes.tsv,0,0,0,0,0,0,3.154089239695134e-07,1.0,True,0.2,500,
5771,5771,Alteration of consciousness,phecode-291.8-both_sexes.tsv,0,0,0,0,0,0,2.607806063149201e-07,1.0,True,0.2,500,
5773,5773,Aphasia/speech disturbance,phecode-292.1-both_sexes.tsv,0,0,0,0,0,0,3.216900255855341e-07,1.0,True,0.2,500,
5774,5774,Mild cognitive impairment,phecode-292.2-both_sexes.tsv,0,0,0,0,0,0,2.710971198177024e-07,1.0,True,0.2,500,
5775,5775,Memory loss,phecode-292.3-both_sexes.tsv,0,0,0,0,0,0,2.607805694216365e-07,1.0,True,0.2,500,
5776,5776,Altered mental status,phecode-292.4-both_sexes.tsv,1,1,1,1,1,1,2.606964285001802e-07,1.0,True,0.2,500,
5777,5777,Hallucinations,phecode-292.6-both_sexes.tsv,1,1,0,0,0,0,2.885132314530668e-07,1.0,True,0.2,500,
5779,5779,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",phecode-293.1-both_sexes.tsv,0,0,0,0,0,0,2.825421564502779e-07,1.0,True,0.2,500,
5781,5781,Schizophrenia,phecode-295.1-both_sexes.tsv,1,0,1,1,1,0,2.606958442390969e-07,1.0,True,0.2,500,
5782,5782,Paranoid disorders,phecode-295.2-both_sexes.tsv,0,0,0,0,0,0,2.7888965304529185e-07,1.0,True,0.2,500,
5783,5783,Psychosis,phecode-295.3-both_sexes.tsv,0,0,0,0,0,0,2.6130568901780165e-07,1.0,True,0.2,500,
5785,5785,Bipolar,phecode-296.1-both_sexes.tsv,0,0,0,0,0,0,2.497230264960157e-07,1.0,True,0.2,500,
5786,5786,Depression,phecode-296.2-both_sexes.tsv,0,0,0,0,0,0,2.916186532866029e-07,1.0,True,0.2,500,
5787,5787,Major depressive disorder,phecode-296.22-both_sexes.tsv,0,0,0,0,0,0,2.4969000615968416e-07,1.0,True,0.2,500,
5791,5791,Anxiety disorder,phecode-300.1-both_sexes.tsv,0,0,0,0,0,0,2.7097932537997013e-07,1.0,True,0.2,500,
5792,5792,Generalized anxiety disorder,phecode-300.11-both_sexes.tsv,0,0,0,0,0,0,2.6130568901780165e-07,1.0,True,0.2,500,
5793,5793,"Agorophobia, social phobia, and panic disorder",phecode-300.12-both_sexes.tsv,0,0,0,0,0,0,2.57560857519611e-07,1.0,True,0.2,500,
5794,5794,Phobia,phecode-300.13-both_sexes.tsv,0,0,0,0,0,0,2.6508577510855656e-07,1.0,True,0.2,500,
5795,5795,Obsessive-compulsive disorders,phecode-300.3-both_sexes.tsv,0,0,0,0,0,0,2.60779884418397e-07,1.0,True,0.2,500,
