,index,description,alpha,dir_name,num_snps_found,num_coding_snps_found,num_overlapping_snps,num_overlapping_loci,num_original_list,num_original_coding_snps,p_value_threshold,percentage_loci_recovered,ld_based_clumping,r2_threshold,kb_radius,window_size
0,0,Albumin,0.01,biomarkers-30600-both_sexes-irnt.tsv,,,,,,,,,,,,
1,0,Albumin,0.025,biomarkers-30600-both_sexes-irnt.tsv,524,524,95,791,975,103,1.897114494144842e-06,0.8112820512820513,True,0.2,500,
2,0,Albumin,0.05,biomarkers-30600-both_sexes-irnt.tsv,,,,,,,,,,,,
3,0,Albumin,0.1,biomarkers-30600-both_sexes-irnt.tsv,297.0,297.0,38.0,270.0,366.0,38.0,1.897109906956051e-06,0.7377049180327869,,,,
4,0,Albumin,0.25,biomarkers-30600-both_sexes-irnt.tsv,,,,,,,,,,,,
5,0,Albumin,0.5,biomarkers-30600-both_sexes-irnt.tsv,368,79,117,344,366,38,1.704749342834583e-07,0.9398907103825136,False,,,500000
6,1,Alkaline phosphatase,0.01,biomarkers-30610-both_sexes-irnt.tsv,,,,,,,,,,,,
7,1,Alkaline phosphatase,0.025,biomarkers-30610-both_sexes-irnt.tsv,,,,,,,,,,,,
8,1,Alkaline phosphatase,0.05,biomarkers-30610-both_sexes-irnt.tsv,,,,,,,,,,,,
9,1,Alkaline phosphatase,0.1,biomarkers-30610-both_sexes-irnt.tsv,591.0,124.0,204.0,567.0,632.0,63.0,1.6861275412937058e-07,0.8971518987341772,,,,
10,1,Alkaline phosphatase,0.25,biomarkers-30610-both_sexes-irnt.tsv,,,,,,,,,,,,
11,1,Alkaline phosphatase,0.5,biomarkers-30610-both_sexes-irnt.tsv,621,77,451,608,632,63,6.919471783383706e-08,0.9620253164556962,False,,,500000
12,2,Alanine aminotransferase,0.01,biomarkers-30620-both_sexes-irnt.tsv,,,,,,,,,,,,
13,2,Alanine aminotransferase,0.025,biomarkers-30620-both_sexes-irnt.tsv,,,,,,,,,,,,
14,2,Alanine aminotransferase,0.05,biomarkers-30620-both_sexes-irnt.tsv,,,,,,,,,,,,
15,2,Alanine aminotransferase,0.1,biomarkers-30620-both_sexes-irnt.tsv,305.0,305.0,41.0,283.0,362.0,43.0,1.897118128095017e-06,0.7817679558011049,,,,
16,2,Alanine aminotransferase,0.25,biomarkers-30620-both_sexes-irnt.tsv,,,,,,,,,,,,
17,2,Alanine aminotransferase,0.5,biomarkers-30620-both_sexes-irnt.tsv,365,82,134,340,362,43,1.7047437661017337e-07,0.9392265193370166,False,,,500000
18,3,Apolipoprotein A,0.01,biomarkers-30630-both_sexes-irnt.tsv,,,,,,,,,,,,
19,3,Apolipoprotein A,0.025,biomarkers-30630-both_sexes-irnt.tsv,,,,,,,,,,,,
20,3,Apolipoprotein A,0.05,biomarkers-30630-both_sexes-irnt.tsv,,,,,,,,,,,,
21,3,Apolipoprotein A,0.1,biomarkers-30630-both_sexes-irnt.tsv,393.0,393.0,45.0,383.0,508.0,46.0,1.896880916514132e-06,0.7539370078740157,,,,
22,3,Apolipoprotein A,0.25,biomarkers-30630-both_sexes-irnt.tsv,,,,,,,,,,,,
23,3,Apolipoprotein A,0.5,biomarkers-30630-both_sexes-irnt.tsv,482,78,241,473,508,46,1.196387735310539e-07,0.9311023622047244,False,,,500000
24,4,Apolipoprotein B,0.01,biomarkers-30640-both_sexes-irnt.tsv,,,,,,,,,,,,
25,4,Apolipoprotein B,0.025,biomarkers-30640-both_sexes-irnt.tsv,,,,,,,,,,,,
26,4,Apolipoprotein B,0.05,biomarkers-30640-both_sexes-irnt.tsv,,,,,,,,,,,,
27,4,Apolipoprotein B,0.1,biomarkers-30640-both_sexes-irnt.tsv,220.0,220.0,22.0,203.0,269.0,25.0,1.8971224735048976e-06,0.7546468401486989,,,,
28,4,Apolipoprotein B,0.25,biomarkers-30640-both_sexes-irnt.tsv,,,,,,,,,,,,
29,4,Apolipoprotein B,0.5,biomarkers-30640-both_sexes-irnt.tsv,254,84,48,237,269,25,3.677072475966946e-07,0.8810408921933085,False,,,500000
30,7,Urea,0.01,biomarkers-30670-both_sexes-irnt.tsv,,,,,,,,,,,,
31,7,Urea,0.025,biomarkers-30670-both_sexes-irnt.tsv,375,375,49,520,705,53,1.897122594404292e-06,0.7375886524822695,True,0.2,500,
32,7,Urea,0.05,biomarkers-30670-both_sexes-irnt.tsv,,,,,,,,,,,,
33,7,Urea,0.1,biomarkers-30670-both_sexes-irnt.tsv,246.0,246.0,30.0,215.0,300.0,30.0,1.897122594404292e-06,0.7166666666666667,,,,
34,7,Urea,0.25,biomarkers-30670-both_sexes-irnt.tsv,,,,,,,,,,,,
35,7,Urea,0.5,biomarkers-30670-both_sexes-irnt.tsv,330,67,105,291,300,30,1.9894765989288705e-07,0.97,False,,,500000
36,8,Calcium,0.01,biomarkers-30680-both_sexes-irnt.tsv,,,,,,,,,,,,
37,8,Calcium,0.025,biomarkers-30680-both_sexes-irnt.tsv,693,235,159,846,908,72,4.488425735233545e-07,0.9317180616740088,True,0.2,500,
38,8,Calcium,0.05,biomarkers-30680-both_sexes-irnt.tsv,,,,,,,,,,,,
39,8,Calcium,0.1,biomarkers-30680-both_sexes-irnt.tsv,341.0,56.0,115.0,324.0,343.0,28.0,1.6512270491911958e-07,0.9446064139941692,,,,
40,8,Calcium,0.25,biomarkers-30680-both_sexes-irnt.tsv,,,,,,,,,,,,
41,8,Calcium,0.5,biomarkers-30680-both_sexes-irnt.tsv,339,33,242,331,343,28,6.989897049706166e-08,0.9650145772594751,False,,,500000
42,9,Cholesterol,0.01,biomarkers-30690-both_sexes-irnt.tsv,,,,,,,,,,,,
43,9,Cholesterol,0.025,biomarkers-30690-both_sexes-irnt.tsv,,,,,,,,,,,,
44,9,Cholesterol,0.05,biomarkers-30690-both_sexes-irnt.tsv,,,,,,,,,,,,
45,9,Cholesterol,0.1,biomarkers-30690-both_sexes-irnt.tsv,247.0,247.0,23.0,234.0,300.0,24.0,1.8970629624256488e-06,0.78,,,,
46,9,Cholesterol,0.25,biomarkers-30690-both_sexes-irnt.tsv,,,,,,,,,,,,
47,9,Cholesterol,0.5,biomarkers-30690-both_sexes-irnt.tsv,297,45,132,283,300,24,1.2275927449127065e-07,0.9433333333333334,False,,,500000
48,10,Creatinine,0.01,biomarkers-30700-both_sexes-irnt.tsv,,,,,,,,,,,,
49,10,Creatinine,0.025,biomarkers-30700-both_sexes-irnt.tsv,,,,,,,,,,,,
50,10,Creatinine,0.05,biomarkers-30700-both_sexes-irnt.tsv,,,,,,,,,,,,
51,10,Creatinine,0.1,biomarkers-30700-both_sexes-irnt.tsv,688.0,86.0,396.0,667.0,683.0,61.0,8.91350904719908e-08,0.9765739385065886,,,,
52,10,Creatinine,0.25,biomarkers-30700-both_sexes-irnt.tsv,,,,,,,,,,,,
53,10,Creatinine,0.5,biomarkers-30700-both_sexes-irnt.tsv,680,68,581,672,683,61,6.030304499951232e-08,0.9838945827232796,False,,,500000
54,11,C-reactive protein,0.01,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
55,11,C-reactive protein,0.025,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
56,11,C-reactive protein,0.05,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
57,11,C-reactive protein,0.1,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
58,11,C-reactive protein,0.25,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
59,11,C-reactive protein,0.5,biomarkers-30710-both_sexes-irnt.tsv,,,,,,,,,,,,
60,12,Cystatin C,0.01,biomarkers-30720-both_sexes-irnt.tsv,,,,,,,,,,,,
61,12,Cystatin C,0.025,biomarkers-30720-both_sexes-irnt.tsv,,,,,,,,,,,,
62,12,Cystatin C,0.05,biomarkers-30720-both_sexes-irnt.tsv,,,,,,,,,,,,
63,12,Cystatin C,0.1,biomarkers-30720-both_sexes-irnt.tsv,829.0,114.0,431.0,799.0,834.0,69.0,1.0218019401786921e-07,0.9580335731414868,,,,
64,12,Cystatin C,0.25,biomarkers-30720-both_sexes-irnt.tsv,,,,,,,,,,,,
65,12,Cystatin C,0.5,biomarkers-30720-both_sexes-irnt.tsv,831,75,672,819,834,69,6.169776572007116e-08,0.9820143884892086,False,,,500000
66,13,Gamma glutamyltransferase,0.01,biomarkers-30730-both_sexes-irnt.tsv,,,,,,,,,,,,
67,13,Gamma glutamyltransferase,0.025,biomarkers-30730-both_sexes-irnt.tsv,,,,,,,,,,,,
68,13,Gamma glutamyltransferase,0.05,biomarkers-30730-both_sexes-irnt.tsv,,,,,,,,,,,,
69,13,Gamma glutamyltransferase,0.1,biomarkers-30730-both_sexes-irnt.tsv,,,,,,,,,,,,
70,13,Gamma glutamyltransferase,0.25,biomarkers-30730-both_sexes-irnt.tsv,,,,,,,,,,,,
71,13,Gamma glutamyltransferase,0.5,biomarkers-30730-both_sexes-irnt.tsv,445,445,39,432,553,40,1.896283504531722e-06,0.7811934900542495,False,,,500000
72,15,Glycated haemoglobin (HbA1c),0.01,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
73,15,Glycated haemoglobin (HbA1c),0.025,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
74,15,Glycated haemoglobin (HbA1c),0.05,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
75,15,Glycated haemoglobin (HbA1c),0.1,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
76,15,Glycated haemoglobin (HbA1c),0.25,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
77,15,Glycated haemoglobin (HbA1c),0.5,biomarkers-30750-both_sexes-irnt.tsv,,,,,,,,,,,,
78,16,HDL cholesterol,0.01,biomarkers-30760-both_sexes-irnt.tsv,,,,,,,,,,,,
79,16,HDL cholesterol,0.025,biomarkers-30760-both_sexes-irnt.tsv,,,,,,,,,,,,
80,16,HDL cholesterol,0.05,biomarkers-30760-both_sexes-irnt.tsv,,,,,,,,,,,,
81,16,HDL cholesterol,0.1,biomarkers-30760-both_sexes-irnt.tsv,475.0,474.0,51.0,465.0,664.0,52.0,1.8968117872606876e-06,0.7003012048192772,,,,
82,16,HDL cholesterol,0.25,biomarkers-30760-both_sexes-irnt.tsv,,,,,,,,,,,,
83,16,HDL cholesterol,0.5,biomarkers-30760-both_sexes-irnt.tsv,475,474,51,465,664,52,1.8962754078549849e-06,0.7003012048192772,False,,,500000
84,17,IGF-1,0.01,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
85,17,IGF-1,0.025,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
86,17,IGF-1,0.05,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
87,17,IGF-1,0.1,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
88,17,IGF-1,0.25,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
89,17,IGF-1,0.5,biomarkers-30770-both_sexes-irnt.tsv,,,,,,,,,,,,
90,18,LDL direct,0.01,biomarkers-30780-both_sexes-irnt.tsv,,,,,,,,,,,,
91,18,LDL direct,0.025,biomarkers-30780-both_sexes-irnt.tsv,,,,,,,,,,,,
92,18,LDL direct,0.05,biomarkers-30780-both_sexes-irnt.tsv,,,,,,,,,,,,
93,18,LDL direct,0.1,biomarkers-30780-both_sexes-irnt.tsv,193.0,193.0,20.0,177.0,238.0,23.0,1.8968198862276464e-06,0.7436974789915967,,,,
94,18,LDL direct,0.25,biomarkers-30780-both_sexes-irnt.tsv,,,,,,,,,,,,
95,18,LDL direct,0.5,biomarkers-30780-both_sexes-irnt.tsv,193,193,20,177,238,23,1.896283504531722e-06,0.7436974789915967,False,,,500000
96,21,Phosphate,0.01,biomarkers-30810-both_sexes-irnt.tsv,,,,,,,,,,,,
97,21,Phosphate,0.025,biomarkers-30810-both_sexes-irnt.tsv,346,346,40,552,708,42,1.8971007326450176e-06,0.7796610169491526,True,0.2,500,
98,21,Phosphate,0.05,biomarkers-30810-both_sexes-irnt.tsv,,,,,,,,,,,,
99,21,Phosphate,0.1,biomarkers-30810-both_sexes-irnt.tsv,208.0,208.0,19.0,188.0,262.0,20.0,1.8970502755203937e-06,0.7175572519083969,,,,
100,21,Phosphate,0.25,biomarkers-30810-both_sexes-irnt.tsv,,,,,,,,,,,,
101,21,Phosphate,0.5,biomarkers-30810-both_sexes-irnt.tsv,270,34,156,254,262,20,8.25088796661298e-08,0.9694656488549618,False,,,500000
102,23,SHBG,0.01,biomarkers-30830-both_sexes-irnt.tsv,,,,,,,,,,,,
103,23,SHBG,0.025,biomarkers-30830-both_sexes-irnt.tsv,,,,,,,,,,,,
104,23,SHBG,0.05,biomarkers-30830-both_sexes-irnt.tsv,,,,,,,,,,,,
105,23,SHBG,0.1,biomarkers-30830-both_sexes-irnt.tsv,425.0,425.0,44.0,399.0,516.0,44.0,1.8968109410999605e-06,0.7732558139534884,,,,
106,23,SHBG,0.25,biomarkers-30830-both_sexes-irnt.tsv,,,,,,,,,,,,
107,23,SHBG,0.5,biomarkers-30830-both_sexes-irnt.tsv,426,425,44,401,516,44,1.8962745619335344e-06,0.7771317829457365,False,,,500000
108,26,Total protein,0.01,biomarkers-30860-both_sexes-irnt.tsv,,,,,,,,,,,,
109,26,Total protein,0.025,biomarkers-30860-both_sexes-irnt.tsv,,,,,,,,,,,,
110,26,Total protein,0.05,biomarkers-30860-both_sexes-irnt.tsv,,,,,,,,,,,,
111,26,Total protein,0.1,biomarkers-30860-both_sexes-irnt.tsv,366.0,366.0,45.0,356.0,453.0,45.0,1.897114494144842e-06,0.7858719646799117,,,,
112,26,Total protein,0.25,biomarkers-30860-both_sexes-irnt.tsv,,,,,,,,,,,,
113,26,Total protein,0.5,biomarkers-30860-both_sexes-irnt.tsv,366,366,45,356,453,45,1.897114494144842e-06,0.7858719646799117,False,,,500000
114,27,Triglycerides,0.01,biomarkers-30870-both_sexes-irnt.tsv,,,,,,,,,,,,
115,27,Triglycerides,0.025,biomarkers-30870-both_sexes-irnt.tsv,,,,,,,,,,,,
116,27,Triglycerides,0.05,biomarkers-30870-both_sexes-irnt.tsv,,,,,,,,,,,,
117,27,Triglycerides,0.1,biomarkers-30870-both_sexes-irnt.tsv,,,,,,,,,,,,
118,27,Triglycerides,0.25,biomarkers-30870-both_sexes-irnt.tsv,,,,,,,,,,,,
119,27,Triglycerides,0.5,biomarkers-30870-both_sexes-irnt.tsv,497,78,239,466,491,50,1.1451633219554673e-07,0.9490835030549898,False,,,500000
120,29,Vitamin D,0.01,biomarkers-30890-both_sexes-irnt.tsv,146,146,26,354,403,27,1.8971180002272908e-06,0.8784119106699751,True,0.2,500,
121,29,Vitamin D,0.025,biomarkers-30890-both_sexes-irnt.tsv,146,146,26,354,403,27,1.8971180002272908e-06,0.8784119106699751,True,0.2,500,
122,29,Vitamin D,0.05,biomarkers-30890-both_sexes-irnt.tsv,146,146,26,354,403,27,1.8971180002272908e-06,0.8784119106699751,True,0.2,500,
123,29,Vitamin D,0.1,biomarkers-30890-both_sexes-irnt.tsv,146,146,26,354,403,27,1.8971180002272908e-06,0.8784119106699751,True,0.2,500,
124,29,Vitamin D,0.25,biomarkers-30890-both_sexes-irnt.tsv,,,,,,,,,,,,
125,29,Vitamin D,0.5,biomarkers-30890-both_sexes-irnt.tsv,370,34,194,398,403,27,1.0480883253264717e-07,0.9875930521091812,True,0.2,500,
126,80,Birth weight known,0.01,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.8971213923707829e-06,0.1666666666666666,True,0.2,500,
127,80,Birth weight known,0.025,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.8971213923707829e-06,0.1666666666666666,True,0.2,500,
128,80,Birth weight known,0.05,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.8971213923707829e-06,0.1666666666666666,True,0.2,500,
129,80,Birth weight known,0.1,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.8971213923707829e-06,0.1666666666666666,True,0.2,500,
130,80,Birth weight known,0.25,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.8971213923707829e-06,0.1666666666666666,True,0.2,500,
131,80,Birth weight known,0.5,categorical-120-both_sexes-1.tsv,5,5,0,1,6,0,1.897052586784273e-06,0.1666666666666666,True,0.2,500,
132,83,Snoring,0.01,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.832335954450021e-06,0.5581395348837209,True,0.2,500,
133,83,Snoring,0.025,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.832335954450021e-06,0.5581395348837209,True,0.2,500,
134,83,Snoring,0.05,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.832335954450021e-06,0.5581395348837209,True,0.2,500,
135,83,Snoring,0.1,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.832293162758437e-06,0.5581395348837209,True,0.2,500,
136,83,Snoring,0.25,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.8303098238009813e-06,0.5581395348837209,True,0.2,500,
137,83,Snoring,0.5,categorical-1210-both_sexes-1210.tsv,36,36,3,24,43,3,1.8217929397887465e-06,0.5581395348837209,True,0.2,500,
138,96,Milk type used,0.01,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.8968504232073823e-06,0.2,True,0.2,500,
139,96,Milk type used,0.025,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.8968458373224247e-06,0.2,True,0.2,500,
140,96,Milk type used,0.05,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.8968458373224247e-06,0.2,True,0.2,500,
141,96,Milk type used,0.1,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.8968366656190317e-06,0.2,True,0.2,500,
142,96,Milk type used,0.25,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.8967953940513349e-06,0.2,True,0.2,500,
143,96,Milk type used,0.5,categorical-1418-both_sexes-1.tsv,2,2,0,1,5,0,1.896708271083842e-06,0.2,True,0.2,500,
144,102,Spread type,0.01,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.897125495989767e-06,0.0,True,0.2,500,
145,102,Spread type,0.025,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.897125495989767e-06,0.0,True,0.2,500,
146,102,Spread type,0.05,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.897125495989767e-06,0.0,True,0.2,500,
147,102,Spread type,0.1,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.897125495989767e-06,0.0,True,0.2,500,
148,102,Spread type,0.25,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.897075037840504e-06,0.0,True,0.2,500,
149,102,Spread type,0.5,categorical-1428-both_sexes-0.tsv,5,5,0,0,3,0,1.89697871609941e-06,0.0,True,0.2,500,
150,113,Cereal type,0.01,,,,,,,,,,,,,
151,113,Cereal type,0.025,,,,,,,,,,,,,
152,113,Cereal type,0.05,,,,,,,,,,,,,
153,113,Cereal type,0.1,,,,,,,,,,,,,
154,113,Cereal type,0.25,,,,,,,,,,,,,
155,113,Cereal type,0.5,,,,,,,,,,,,,
156,121,Major dietary changes in the last 5 years,0.01,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897116442479973e-06,0.6666666666666666,True,0.2,500,
157,121,Major dietary changes in the last 5 years,0.025,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897116442479973e-06,0.6666666666666666,True,0.2,500,
158,121,Major dietary changes in the last 5 years,0.05,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897116442479973e-06,0.6666666666666666,True,0.2,500,
159,121,Major dietary changes in the last 5 years,0.1,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897116442479973e-06,0.6666666666666666,True,0.2,500,
160,121,Major dietary changes in the last 5 years,0.25,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897116442479973e-06,0.6666666666666666,True,0.2,500,
161,121,Major dietary changes in the last 5 years,0.5,categorical-1538-both_sexes-2.tsv,7,7,2,4,6,2,1.897111855308654e-06,0.6666666666666666,True,0.2,500,
162,129,Breastfed as a baby,0.01,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.8967513669990349e-06,1.0,True,0.2,500,
163,129,Breastfed as a baby,0.025,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.8967467799118733e-06,1.0,True,0.2,500,
164,129,Breastfed as a baby,0.05,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.8967467799118733e-06,1.0,True,0.2,500,
165,129,Breastfed as a baby,0.1,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.896737605804111e-06,1.0,True,0.2,500,
166,129,Breastfed as a baby,0.25,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.8966963234173864e-06,1.0,True,0.2,500,
167,129,Breastfed as a baby,0.5,categorical-1677-both_sexes-1677.tsv,3,3,0,0,0,0,1.896609177613124e-06,1.0,True,0.2,500,
168,130,Handedness (chirality/laterality),0.01,categorical-1707-both_sexes-1.tsv,6,6,1,2,3,1,1.897098456620717e-06,0.6666666666666666,True,0.2,500,
169,130,Handedness (chirality/laterality),0.025,categorical-1707-both_sexes-1.tsv,6,6,1,2,3,1,1.8970892824759716e-06,0.6666666666666666,True,0.2,500,
170,130,Handedness (chirality/laterality),0.05,categorical-1707-both_sexes-1.tsv,6,6,1,2,3,1,1.897080108419956e-06,0.6666666666666666,True,0.2,500,
171,130,Handedness (chirality/laterality),0.1,categorical-1707-both_sexes-1.tsv,7,5,1,3,3,1,1.1077927835706569e-06,1.0,True,0.2,500,
172,130,Handedness (chirality/laterality),0.25,categorical-1707-both_sexes-1.tsv,7,2,3,3,3,1,1.7391666819985678e-07,1.0,True,0.2,500,
173,130,Handedness (chirality/laterality),0.5,categorical-1707-both_sexes-1.tsv,6,1,3,3,3,1,7.960260823538688e-08,1.0,True,0.2,500,
174,136,"Hair colour (natural, before greying)",0.01,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
175,136,"Hair colour (natural, before greying)",0.025,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
176,136,"Hair colour (natural, before greying)",0.05,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
177,136,"Hair colour (natural, before greying)",0.1,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
178,136,"Hair colour (natural, before greying)",0.25,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
179,136,"Hair colour (natural, before greying)",0.5,categorical-1747-both_sexes-4.tsv,,,,,,,,,,,,
180,147,Sensitivity / hurt feelings,0.01,categorical-1950-both_sexes-1950.tsv,43,43,3,34,48,3,1.8971224735048976e-06,0.7083333333333334,True,0.2,500,
181,147,Sensitivity / hurt feelings,0.025,categorical-1950-both_sexes-1950.tsv,43,43,3,34,48,3,1.8971224735048976e-06,0.7083333333333334,True,0.2,500,
182,147,Sensitivity / hurt feelings,0.05,categorical-1950-both_sexes-1950.tsv,43,43,3,34,48,3,1.8971132991109104e-06,0.7083333333333334,True,0.2,500,
183,147,Sensitivity / hurt feelings,0.1,categorical-1950-both_sexes-1950.tsv,44,42,3,35,48,3,1.7986663380749875e-06,0.7291666666666666,True,0.2,500,
184,147,Sensitivity / hurt feelings,0.25,categorical-1950-both_sexes-1950.tsv,59,11,10,47,48,3,3.364173881649133e-07,0.9791666666666666,True,0.2,500,
185,147,Sensitivity / hurt feelings,0.5,categorical-1950-both_sexes-1950.tsv,53,4,30,47,48,3,9.274715728180453e-08,0.9791666666666666,True,0.2,500,
186,245,"Non-cancer illness code, self-reported",0.01,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
187,245,"Non-cancer illness code, self-reported",0.025,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
188,245,"Non-cancer illness code, self-reported",0.05,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
189,245,"Non-cancer illness code, self-reported",0.1,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
190,245,"Non-cancer illness code, self-reported",0.25,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
191,245,"Non-cancer illness code, self-reported",0.5,categorical-20002-both_sexes-1226.tsv,,,,,,,,,,,,
192,651,Treatment/medication code,0.01,categorical-20003-both_sexes-1140874420.tsv,4,4,1,3,4,1,6.162326562178255e-07,0.75,True,0.2,500,
193,651,Treatment/medication code,0.025,categorical-20003-both_sexes-1140874420.tsv,4,2,1,3,4,1,3.712169833965941e-07,0.75,True,0.2,500,
194,651,Treatment/medication code,0.05,categorical-20003-both_sexes-1140874420.tsv,3,2,1,3,4,1,2.502697346287491e-07,0.75,True,0.2,500,
195,651,Treatment/medication code,0.1,categorical-20003-both_sexes-1140874420.tsv,3,1,1,3,4,1,1.6963745328075894e-07,0.75,True,0.2,500,
196,651,Treatment/medication code,0.25,categorical-20003-both_sexes-1140874420.tsv,5,2,2,4,4,1,1.0445339547766998e-07,1.0,True,0.2,500,
197,651,Treatment/medication code,0.5,categorical-20003-both_sexes-1140874420.tsv,4,1,3,4,4,1,7.391138008479269e-08,1.0,True,0.2,500,
198,706,Treatment/medication code,0.01,categorical-20003-both_sexes-1140879802.tsv,27,13,1,19,28,1,6.162351152256877e-07,0.6785714285714286,True,0.2,500,
199,706,Treatment/medication code,0.025,categorical-20003-both_sexes-1140879802.tsv,27,9,1,21,28,1,3.7118962168013276e-07,0.75,True,0.2,500,
200,706,Treatment/medication code,0.05,categorical-20003-both_sexes-1140879802.tsv,29,7,1,22,28,1,2.502415858005151e-07,0.7857142857142857,True,0.2,500,
201,706,Treatment/medication code,0.1,categorical-20003-both_sexes-1140879802.tsv,29,4,5,25,28,1,1.6962095893215517e-07,0.8928571428571429,True,0.2,500,
202,706,Treatment/medication code,0.25,categorical-20003-both_sexes-1140879802.tsv,27,3,8,26,28,1,1.0444482635231773e-07,0.9285714285714286,True,0.2,500,
203,706,Treatment/medication code,0.5,categorical-20003-both_sexes-1140879802.tsv,27,2,19,28,28,1,7.390901618203095e-08,1.0,True,0.2,500,
204,720,Treatment/medication code,0.01,categorical-20003-both_sexes-1140881856.tsv,13,5,3,14,16,1,6.162351152256877e-07,0.875,True,0.2,500,
205,720,Treatment/medication code,0.025,categorical-20003-both_sexes-1140881856.tsv,13,3,3,13,16,1,3.7118962168013276e-07,0.8125,True,0.2,500,
206,720,Treatment/medication code,0.05,categorical-20003-both_sexes-1140881856.tsv,12,2,4,13,16,1,2.502415858005151e-07,0.8125,True,0.2,500,
207,720,Treatment/medication code,0.1,categorical-20003-both_sexes-1140881856.tsv,14,2,6,13,16,1,1.6962095893215517e-07,0.8125,True,0.2,500,
208,720,Treatment/medication code,0.25,categorical-20003-both_sexes-1140881856.tsv,16,2,9,14,16,1,1.0444482635231773e-07,0.875,True,0.2,500,
209,720,Treatment/medication code,0.5,categorical-20003-both_sexes-1140881856.tsv,16,1,14,15,16,1,7.390901618203095e-08,0.9375,True,0.2,500,
210,833,Treatment/medication code,0.01,categorical-20003-both_sexes-1140923346.tsv,3,2,0,3,4,0,6.162351152256877e-07,0.75,True,0.2,500,
211,833,Treatment/medication code,0.025,categorical-20003-both_sexes-1140923346.tsv,3,1,0,3,4,0,3.7118962168013276e-07,0.75,True,0.2,500,
212,833,Treatment/medication code,0.05,categorical-20003-both_sexes-1140923346.tsv,2,0,0,3,4,0,2.502415858005151e-07,0.75,True,0.2,500,
213,833,Treatment/medication code,0.1,categorical-20003-both_sexes-1140923346.tsv,2,0,1,3,4,0,1.6962095893215517e-07,0.75,True,0.2,500,
